Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,1,2023-11-10T16:30:21+00:00,7.3088338375092,6,Stim_B.csv,Item.csv,Item,B,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of words. Please study each word carefully. Your memory will be tested! Click next to continue.",Initial_Instruct,Instruct1,,6869,,,-1,-1,,,,,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,2,2023-11-10T16:30:30+00:00,9.0207321643829,6,Stim_B.csv,Item.csv,Item,B,,,,,,0,Instruct,-,5,"As you study, you will be asked to rate your ability to remember each word on a later test using a 0-100 scale.","JOL instruct",JOL_Instruct,,8580,,,-1,-1,,,,,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,3,2023-11-10T16:31:00+00:00,30.062054872513,6,Stim_B.csv,Item.csv,Item,B,,,,,,0,Instruct,-,10,"For example, if you see the word ""dog"", a rating of 0 means you would not expect to remember this word at test, while a rating of 100 means you would definitely remember it. When making these ratings, it is important that you try to be as accurate as possible. Try to use the full range of the scale -- Don't just make ratings of only 0 or 100!",,,,29718,,,-1,-1,,,,,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,4,2023-11-10T16:31:09+00:00,8.4708371162415,6,Stim_B.csv,Item.csv,Item,B,,,,,,0,Instruct,User,-,"You will now begin the study. Click next when you are ready to begin.",,Instruct16,,8090,,,-1,-1,,,,,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,5,2023-11-10T16:31:17+00:00,8.0839579105377,6,Stim_B.csv,Item.csv,Item,B,aroma,,Win_1,,,2,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_1,,7577,,,5931,6184,,,,30,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,6,2023-11-10T16:31:25+00:00,7.9949650764465,6,Stim_B.csv,Item.csv,Item,B,scent,,Win_2,,,3,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_2,,7385,,,5578,5792,,,,12,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,7,2023-11-10T16:31:35+00:00,10.40044593811,6,Stim_B.csv,Item.csv,Item,B,whiff,,Win_3,,,4,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_3,,9637,,,5882,7613,,,,10,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,8,2023-11-10T16:31:44+00:00,8.4405479431152,6,Stim_B.csv,Item.csv,Item,B,stench,,Win_4,,,5,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_4,,8060,,,6051,6051,,,,1,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,9,2023-11-10T16:31:48+00:00,4.4523441791534,6,Stim_B.csv,Item.csv,Item,B,reek,,Win_5,,,6,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_5,,4151,,,2716,2716,,,,2,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,10,2023-11-10T16:31:55+00:00,6.3445110321045,6,Stim_B.csv,Item.csv,Item,B,sniff,,Win_6,,,7,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_6,,5953,,,4128,4426,,,,67,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,11,2023-11-10T16:32:00+00:00,4.9266159534454,6,Stim_B.csv,Item.csv,Item,B,perfume,,Win_7,,,8,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_7,,4678,,,3207,3399,,,,88,1
BelenHernandez,f1ovb6xo2d,DRM1_MSU,1,12,2023-11-10T16:32:04+00:00,4.8052539825439,6,Stim_B.csv,Item.csv,Item,B,fragrance,,Win_8,,,9,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Window,Win_8,,4211,,,2264,2533,,,,55,1
